param dimW := 10;
param dimH := 10;

param W :=
1 0.0
2 1.2
3 2.4
4 3.6
5 4.8
6 6.0
7 7.2
8 8.4
9 9.6
10 10.8;

param H :=
1 0.0
2 1.2
3 2.4
4 3.6
5 4.8
6 6.0
7 7.2
8 8.4
9 9.6
10 10.8;

param n := 90;

param scale := 500;

set S := "S2C" "S2CPro" "S3";

param I :=
"S2C" 0.305891
"S2CPro" 0.755891
"S3" 0.76198;

param MC := 
"S2C" 28.45
"S2CPro" 34.31
"S3" 40.32;

param RMAX :=
"S2C" 1200
"S2CPro" 3200
"S3" 3200;

param X :=
1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 1
9 1
10 2
11 2
12 2
13 2
14 2
15 2
16 2
17 2
18 3
19 3
20 3
21 3
22 3
23 3
24 3
25 3
26 3
27 4
28 4
29 4
30 4
31 4
32 4
33 4
34 4
35 4
36 4
37 5
38 5
39 5
40 5
41 5
42 5
43 5
44 5
45 5
46 5
47 6
48 6
49 6
50 6
51 6
52 6
53 6
54 6
55 6
56 7
57 7
58 7
59 7
60 7
61 7
62 7
63 7
64 7
65 8
66 8
67 8
68 8
69 8
70 8
71 8
72 8
73 9
74 9
75 9
76 9
77 9
78 9
79 9
80 9
81 9
82 10
83 10
84 10
85 10
86 10
87 10
88 10
89 10
90 10;

param Y :=
1 1
2 2
3 3
4 5
5 6
6 7
7 8
8 9
9 10
10 1
11 2
12 4
13 6
14 7
15 8
16 9
17 10
18 1
19 2
20 3
21 4
22 5
23 7
24 8
25 9
26 10
27 1
28 2
29 3
30 4
31 5
32 6
33 7
34 8
35 9
36 10
37 1
38 2
39 3
40 4
41 5
42 6
43 7
44 8
45 9
46 10
47 1
48 2
49 3
50 5
51 6
52 7
53 8
54 9
55 10
56 1
57 2
58 3
59 4
60 5
61 6
62 7
63 8
64 9
65 1
66 2
67 3
68 4
69 7
70 8
71 9
72 10
73 1
74 2
75 3
76 4
77 6
78 7
79 8
80 9
81 10
82 1
83 3
84 4
85 5
86 6
87 7
88 8
89 9
90 10;
