param dimW := 10;
param dimH := 10;

param W :=
1 0.0
2 1.0
3 2.0
4 3.0
5 4.0
6 5.0
7 6.0
8 7.0
9 8.0
10 9.0;

param H :=
1 0.0
2 1.0
3 2.0
4 3.0
5 4.0
6 5.0
7 6.0
8 7.0
9 8.0
10 9.0;

param n := 30;

param scale := 0.8;

set S := "S2C" "S2CPro";

param I :=
"S2C" 0.305891
"S2CPro" 0.755891;

param MC := 
"S2C" 28.45
"S2CPro" 34.31;

param RMAX :=
"S2C" 1.2
"S2CPro" 3.2;

param X :=
1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 2
9 2
10 3
11 3
12 4
13 4
14 5
15 5
16 6
17 6
18 7
19 7
20 7
21 7
22 7
23 8
24 8
25 8
26 8
27 9
28 9
29 9
30 10;

param Y :=
1 1
2 3
3 4
4 6
5 7
6 9
7 10
8 6
9 8
10 1
11 6
12 1
13 4
14 1
15 10
16 3
17 8
18 1
19 4
20 7
21 8
22 10
23 1
24 5
25 6
26 9
27 1
28 6
29 8
30 4;
