param dimW := 10;
param dimH := 10;

param W :=
1 0.0
2 1.2
3 2.4
4 3.6
5 4.8
6 6.0
7 7.2
8 8.4
9 9.6
10 10.8;

param H :=
1 0.0
2 1.2
3 2.4
4 3.6
5 4.8
6 6.0
7 7.2
8 8.4
9 9.6
10 10.8;

param n := 80;

param scale := 800;

set S := "S2C" "S2CPro" "S3";

param I :=
"S2C" 0.305891
"S2CPro" 0.755891
"S3" 0.76198;

param MC := 
"S2C" 28.45
"S2CPro" 34.31
"S3" 40.32;

param RMAX :=
"S2C" 1200
"S2CPro" 3200
"S3" 3200;

param X :=
1 1
2 1
3 1
4 1
5 1
6 2
7 2
8 2
9 2
10 2
11 2
12 2
13 2
14 3
15 3
16 3
17 3
18 3
19 3
20 4
21 4
22 4
23 4
24 4
25 4
26 4
27 4
28 5
29 5
30 5
31 5
32 5
33 5
34 5
35 5
36 5
37 6
38 6
39 6
40 6
41 6
42 6
43 6
44 7
45 7
46 7
47 7
48 7
49 7
50 7
51 7
52 7
53 8
54 8
55 8
56 8
57 8
58 8
59 8
60 8
61 8
62 8
63 9
64 9
65 9
66 9
67 9
68 9
69 9
70 9
71 9
72 9
73 10
74 10
75 10
76 10
77 10
78 10
79 10
80 10;

param Y :=
1 1
2 2
3 3
4 4
5 5
6 1
7 3
8 4
9 5
10 6
11 8
12 9
13 10
14 1
15 2
16 3
17 6
18 7
19 9
20 1
21 3
22 4
23 5
24 6
25 7
26 9
27 10
28 1
29 2
30 3
31 4
32 5
33 6
34 7
35 8
36 9
37 1
38 2
39 3
40 4
41 7
42 8
43 9
44 1
45 2
46 3
47 4
48 6
49 7
50 8
51 9
52 10
53 1
54 2
55 3
56 4
57 5
58 6
59 7
60 8
61 9
62 10
63 1
64 2
65 3
66 4
67 5
68 6
69 7
70 8
71 9
72 10
73 1
74 2
75 3
76 4
77 5
78 6
79 7
80 10;
