param dimW := 10;
param dimH := 10;

param W :=
1 0.0
2 1.0
3 2.0
4 3.0
5 4.0
6 5.0
7 6.0
8 7.0
9 8.0
10 9.0;

param H :=
1 0.0
2 1.0
3 2.0
4 3.0
5 4.0
6 5.0
7 6.0
8 7.0
9 8.0
10 9.0;

param n := 50;

param scale := 0.8;

set S := "S2C" "S2CPro";

param I :=
"S2C" 0.305891
"S2CPro" 0.755891;

param MC := 
"S2C" 28.45
"S2CPro" 34.31;

param RMAX :=
"S2C" 1.2
"S2CPro" 3.2;

param X :=
1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 1
9 2
10 2
11 2
12 2
13 3
14 3
15 3
16 4
17 4
18 4
19 4
20 4
21 4
22 5
23 5
24 5
25 5
26 6
27 6
28 6
29 6
30 6
31 6
32 6
33 6
34 6
35 7
36 7
37 7
38 8
39 8
40 8
41 9
42 9
43 9
44 9
45 9
46 9
47 10
48 10
49 10
50 10;

param Y :=
1 1
2 4
3 5
4 6
5 7
6 8
7 9
8 10
9 2
10 5
11 8
12 10
13 1
14 2
15 6
16 1
17 2
18 3
19 4
20 6
21 8
22 2
23 6
24 8
25 9
26 2
27 3
28 4
29 5
30 6
31 7
32 8
33 9
34 10
35 3
36 4
37 6
38 2
39 6
40 7
41 1
42 2
43 4
44 6
45 8
46 10
47 2
48 5
49 6
50 10;
