param n := 100;
param smallest_X := 1;
param smallest_Y := 1;
param biggest_X := 8;
param biggest_Y := 12;

param scale := 400;

set S := "S2C" "S2CPro" "S3";

param I :=
"S2C" 0.305891
"S2CPro" 0.755891
"S3" 0.76198;

param MC := 
"S2C" 28.45
"S2CPro" 34.31
"S3" 40.32;

param RMAX :=
"S2C" 1200
"S2CPro" 3200
"S3" 3200;

param X :=
1 97
2 99
3 8
4 78
5 79
6 92
7 100
8 81
9 21
10 20
11 56
12 85
13 67
14 22
15 4
16 47
17 28
18 69
19 70
20 45
21 77
22 44
23 71
24 64
25 39
26 34
27 12
28 90
29 62
30 19
31 27
32 25
33 16
34 89
35 10
36 76
37 87
38 65
39 38
40 42
41 55
42 96
43 61
44 24
45 58
46 95
47 7
48 11
49 15
50 75
51 52
52 73
53 83
54 3
55 82
56 40
57 36
58 43
59 63
60 33
61 53
62 54
63 14
64 6
65 31
66 49
67 9
68 93
69 1
70 37
71 57
72 35
73 51
74 2
75 41
76 98
77 60
78 94
79 46
80 26
81 13
82 84
83 29
84 91
85 66
86 5
87 88
88 74
89 17
90 32
91 59
92 18
93 30
94 50
95 86
96 68
97 72
98 23
99 80
100 48;

param Y := 
1 32
2 58
3 69
4 36
5 63
6 95
7 22
8 60
9 2
10 88
11 25
12 78
13 10
14 16
15 15
16 29
17 31
18 11
19 26
20 43
21 53
22 59
23 50
24 21
25 13
26 67
27 3
28 49
29 9
30 34
31 75
32 90
33 23
34 76
35 44
36 62
37 80
38 33
39 6
40 85
41 83
42 61
43 4
44 100
45 28
46 81
47 77
48 84
49 97
50 20
51 12
52 45
53 70
54 86
55 38
56 72
57 47
58 35
59 87
60 82
61 30
62 65
63 94
64 51
65 92
66 40
67 93
68 42
69 98
70 99
71 57
72 48
73 74
74 8
75 39
76 19
77 24
78 37
79 52
80 89
81 91
82 56
83 7
84 27
85 68
86 96
87 14
88 66
89 71
90 46
91 64
92 79
93 5
94 41
95 55
96 73
97 18
98 1
99 17
100 54;
