param dimW := 20;
param dimH := 20;

param W :=
1 0.0
2 1.0
3 2.0
4 3.0
5 4.0
6 5.0
7 6.0
8 7.0
9 8.0
10 9.0
11 10.0
12 11.0
13 12.0
14 13.0
15 14.0
16 15.0
17 16.0
18 17.0
19 18.0
20 19.0;

param H :=
1 0.0
2 1.0
3 2.0
4 3.0
5 4.0
6 5.0
7 6.0
8 7.0
9 8.0
10 9.0
11 10.0
12 11.0
13 12.0
14 13.0
15 14.0
16 15.0
17 16.0
18 17.0
19 18.0
20 19.0;

param n := 80;

param scale := 800;

set S := "S2C" "S2CPro" "S3";

param I :=
"S2C" 0.305891
"S2CPro" 0.755891
"S3" 0.76198;

param MC := 
"S2C" 28.45
"S2CPro" 34.31
"S3" 40.32;

param RMAX :=
"S2C" 1.2
"S2CPro" 3.2
"S3" 3.2;

param X :=
1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 2
9 2
10 2
11 2
12 3
13 3
14 4
15 4
16 4
17 5
18 5
19 5
20 5
21 6
22 7
23 7
24 8
25 9
26 9
27 9
28 9
29 10
30 10
31 10
32 10
33 11
34 11
35 11
36 12
37 12
38 12
39 13
40 13
41 13
42 13
43 13
44 13
45 14
46 14
47 14
48 15
49 15
50 15
51 16
52 16
53 16
54 16
55 16
56 16
57 16
58 17
59 17
60 17
61 17
62 17
63 17
64 17
65 17
66 17
67 17
68 18
69 18
70 18
71 18
72 19
73 19
74 19
75 20
76 20
77 20
78 20
79 20
80 20;

param Y :=
1 2
2 5
3 6
4 9
5 10
6 11
7 12
8 3
9 9
10 10
11 11
12 14
13 19
14 10
15 13
16 20
17 6
18 10
19 12
20 16
21 18
22 12
23 14
24 6
25 3
26 15
27 19
28 20
29 4
30 8
31 12
32 16
33 8
34 14
35 18
36 18
37 19
38 20
39 3
40 5
41 6
42 10
43 16
44 17
45 2
46 4
47 6
48 2
49 3
50 14
51 2
52 4
53 6
54 7
55 8
56 16
57 17
58 2
59 3
60 5
61 6
62 12
63 14
64 16
65 17
66 19
67 20
68 4
69 5
70 6
71 16
72 15
73 19
74 20
75 14
76 16
77 17
78 18
79 19
80 20;
