512
-2,11,0
117,11,0
197,-11,0
302,8,0
422,8,0
514,-4,0
590,14,0
707,22,0
797,-4,8
919,-6,8
997,-15,8
1082,22,8
1215,15,8
1286,7,6
1388,12,6
1515,-9,6
1588,-5,6
1706,-15,6
1781,23,6
1910,-15,6
1979,-25,6
2125,2,6
2177,3,6
2311,-11,3
2382,-9,3
2525,25,3
2576,-20,3
2691,-15,3
2807,-3,3
2922,15,3
3023,4,3
3108,-20,3
23,117,0
104,110,0
191,90,0
311,104,0
419,99,0
507,79,0
584,125,0
708,118,0
786,94,0
883,122,8
981,75,8
1107,93,8
1184,76,8
1280,118,6
1397,98,6
1477,87,6
1622,105,6
1698,102,6
1790,112,6
1909,78,6
2011,124,6
2090,112,6
2188,83,6
2321,116,3
2388,78,3
2512,104,3
2583,111,3
2690,80,3
2784,81,3
2883,88,3
3012,83,3
3111,99,3
14,222,0
111,218,0
191,199,0
296,220,0
383,177,0
521,207,0
601,212,0
677,215,0
812,175,0
879,183,0
975,216,8
1081,204,8
1191,223,8
1290,190,6
1376,221,6
1513,205,6
1581,177,6
1682,191,6
1784,217,6
1877,201,6
2025,204,6
2096,177,6
2212,211,3
2305,195,3
2385,210,3
2510,190,3
2591,203,3
2679,189,3
2791,176,3
2877,193,3
3019,181,3
3102,201,3
15,325,0
115,290,0
179,303,0
315,305,0
376,325,0
483,308,0
584,296,0
682,299,0
808,294,0
904,302,8
998,283,8
1106,292,8
1212,295,8
1324,319,6
1404,295,6
1492,311,6
1580,292,6
1706,280,6
1820,306,6
1925,323,6
2018,315,6
2116,290,6
2204,324,3
2291,277,3
2425,296,3
2492,322,3
2618,289,3
2710,276,3
2792,296,3
2910,292,3
3024,321,3
3114,323,3
-2,397,0
79,398,0
199,408,0
288,404,0
396,422,0
523,377,0
592,418,0
689,380,0
788,422,0
907,395,8
984,416,8
1112,380,8
1209,390,8
1285,380,6
1394,404,6
1490,377,6
1616,404,6
1690,386,6
1789,380,6
1906,405,6
1984,414,6
2122,425,6
2192,416,6
2297,383,3
2411,399,3
2491,390,3
2579,420,3
2705,405,3
2780,422,3
2918,408,3
2986,419,3
3096,423,3
14,475,0
79,480,0
186,475,0
323,501,0
387,486,0
480,503,0
605,520,0
684,488,0
812,506,8
880,521,8
1024,511,8
1095,518,8
1199,477,8
1275,524,8
1403,476,6
1509,507,6
1577,522,6
1690,480,6
1816,521,6
1890,501,6
1988,482,6
2086,499,6
2213,476,6
2310,501,3
2391,508,3
2508,511,3
2581,521,3
2686,503,3
2777,491,3
2912,483,3
3010,514,3
3094,490,3
-18,583,7
79,590,0
199,606,0
283,611,0
394,583,0
510,584,0
616,585,0
720,594,8
780,581,8
883,587,8
1007,614,8
1095,578,5
1175,576,5
1294,595,8
1407,577,6
1515,615,6
1576,577,6
1683,616,6
1788,576,6
1912,589,6
2006,611,4
2081,609,4
2215,583,6
2277,597,9
2414,597,3
2486,588,3
2620,618,3
2709,613,3
2801,576,3
2910,619,3
2975,590,3
3120,610,2
-5,685,7
123,713,0
192,716,0
290,676,0
413,714,0
518,699,0
624,689,8
721,705,8
793,704,8
907,707,8
986,678,5
1114,685,5
1194,717,5
1294,725,5
1396,723,5
1499,681,5
1582,706,6
1709,711,6
1825,677,4
1918,676,4
1996,708,4
2079,713,4
2220,724,9
2316,711,9
2406,679,9
2509,694,3
2597,699,2
2686,721,3
2795,686,2
2889,707,2
3007,711,3
3113,695,2
25,779,1
121,777,1
202,822,1
324,782,0
424,788,0
486,818,1
622,792,1
702,786,8
775,795,8
880,806,5
1018,794,5
1116,799,5
1203,813,5
1314,791,5
1382,809,5
1501,785,5
1586,808,5
1721,805,6
1780,775,4
1919,779,4
1975,799,4
2103,799,4
2212,798,4
2315,804,4
2397,776,9
2517,776,3
2597,805,2
2683,795,2
2813,807,2
2880,809,2
2984,816,2
3098,815,2
9,882,1
118,888,1
177,888,1
301,880,1
420,913,1
506,892,1
616,901,1
680,896,1
795,923,5
914,892,5
1008,905,5
1104,891,5
1203,892,5
1282,876,5
1389,898,5
1477,908,5
1609,915,5
1678,905,5
1804,907,4
1881,917,4
1988,907,4
2125,887,4
2184,917,4
2318,897,4
2388,884,9
2511,883,2
2586,903,2
2698,925,2
2810,884,2
2909,924,2
3001,877,2
3110,881,2
-10,990,1
98,995,1
182,991,1
304,992,1
406,1008,1
520,1018,1
618,991,1
680,987,1
794,981,1
887,994,5
999,986,5
1117,987,5
1193,1007,5
1294,978,5
1412,982,5
1509,1024,4
1580,991,4
1681,989,5
1777,1020,4
1908,988,4
1990,1007,4
2107,1020,4
2210,981,4
2281,1004,4
2418,993,2
2484,1015,2
2605,1017,2
2720,1008,2
2780,997,2
2877,1005,2
2975,975,2
3094,1022,2
15,1106,1
125,1108,1
222,1121,1
321,1110,1
389,1120,1
476,1088,1
604,1104,1
715,1096,1
792,1082,1
908,1096,5
1003,1123,5
1103,1093,5
1185,1079,5
1308,1105,5
1410,1096,5
1482,1076,5
1607,1111,4
1696,1089,4
1803,1086,4
1882,1098,4
1982,1102,4
2122,1096,4
2175,1122,4
2314,1120,2
2385,1110,2
2507,1104,2
2578,1081,2
2676,1078,2
2795,1104,2
2921,1117,2
2993,1101,2
3105,1079,2
17,1199,1
106,1188,1
220,1198,1
310,1203,1
402,1217,1
497,1203,1
579,1201,1
676,1179,1
793,1193,1
896,1205,1
988,1198,5
1076,1213,5
1196,1196,5
1287,1176,5
1401,1206,5
1484,1222,4
1601,1223,4
1722,1176,4
1778,1176,4
1896,1182,4
2005,1217,4
2079,1190,4
2213,1215,4
2301,1177,2
2383,1180,2
2505,1211,2
2585,1181,2
2709,1213,2
2808,1199,2
2896,1176,2
3012,1211,2
3093,1216,2
-15,1282,1
77,1290,1
186,1285,1
310,1297,1
383,1295,1
506,1279,1
622,1276,1
696,1322,1
804,1312,1
880,1322,1
1010,1283,5
1084,1323,5
1218,1291,5
1302,1321,5
1405,1322,5
1482,1303,4
1617,1297,4
1683,1314,4
1782,1276,4
1876,1282,4
1986,1308,4
2107,1297,4
2176,1307,4
2306,1284,2
2398,1313,2
2501,1309,2
2622,1301,2
2709,1323,2
2821,1311,2
2895,1314,2
2975,1324,2
3097,1291,2
19,1396,1
114,1416,1
201,1385,1
298,1375,1
399,1412,1
490,1377,1
623,1386,1
693,1375,1
793,1381,1
880,1386,5
1021,1388,5
1113,1387,5
1208,1383,5
1281,1377,5
1412,1417,5
1509,1393,5
1577,1404,4
1711,1424,4
1775,1409,4
1893,1391,4
1984,1419,4
2079,1396,4
2182,1380,4
2301,1420,4
2416,1390,2
2479,1376,2
2601,1399,2
2683,1415,2
2814,1414,2
2881,1375,2
2995,1420,2
3112,1393,2
16,1519,1
77,1512,1
223,1517,1
301,1501,1
395,1525,1
492,1505,1
607,1482,1
687,1481,1
823,1510,5
890,1489,5
992,1517,5
1103,1506,5
1190,1496,5
1314,1506,5
1425,1498,5
1476,1520,5
1575,1510,5
1714,1476,4
1812,1482,4
1910,1488,4
2007,1507,4
2085,1513,4
2199,1495,4
2325,1523,4
2382,1476,4
2504,1490,2
2591,1491,2
2703,1485,2
2798,1506,2
2881,1508,2
2980,1507,2
3077,1480,2
