param dimW := 15;
param dimH := 15;

param W :=
1 0.0
2 1.0
3 2.0
4 3.0
5 4.0
6 5.0
7 6.0
8 7.0
9 8.0
10 9.0
11 10.0
12 11.0
13 12.0
14 13.0
15 14.0;

param H :=
1 0.0
2 1.0
3 2.0
4 3.0
5 4.0
6 5.0
7 6.0
8 7.0
9 8.0
10 9.0
11 10.0
12 11.0
13 12.0
14 13.0
15 14.0;

param n := 90;

param scale := 800;

set S := "S2C" "S2CPro" "S3";

param I :=
"S2C" 0.305891
"S2CPro" 0.755891
"S3" 0.76198;

param MC := 
"S2C" 28.45
"S2CPro" 34.31
"S3" 40.32;

param RMAX :=
"S2C" 1.2
"S2CPro" 3.2
"S3" 3.2;

param X :=
1 1
2 1
3 1
4 2
5 2
6 2
7 2
8 3
9 3
10 4
11 4
12 4
13 4
14 4
15 5
16 5
17 5
18 5
19 5
20 5
21 6
22 6
23 6
24 6
25 7
26 7
27 7
28 7
29 7
30 8
31 8
32 8
33 8
34 8
35 9
36 9
37 9
38 9
39 9
40 9
41 9
42 9
43 10
44 10
45 10
46 10
47 10
48 11
49 11
50 11
51 11
52 11
53 11
54 11
55 11
56 11
57 11
58 11
59 11
60 12
61 12
62 12
63 12
64 12
65 12
66 12
67 12
68 12
69 12
70 13
71 13
72 13
73 13
74 13
75 13
76 13
77 14
78 14
79 14
80 14
81 14
82 15
83 15
84 15
85 15
86 15
87 15
88 15
89 15
90 15;

param Y :=
1 2
2 5
3 8
4 1
5 3
6 5
7 6
8 2
9 7
10 1
11 2
12 5
13 6
14 8
15 1
16 2
17 3
18 5
19 6
20 7
21 1
22 2
23 8
24 13
25 1
26 2
27 3
28 4
29 9
30 3
31 4
32 12
33 13
34 14
35 1
36 3
37 9
38 10
39 11
40 13
41 14
42 15
43 4
44 6
45 8
46 10
47 11
48 1
49 2
50 3
51 4
52 5
53 6
54 8
55 9
56 10
57 12
58 13
59 15
60 1
61 3
62 4
63 5
64 6
65 7
66 9
67 10
68 11
69 14
70 1
71 3
72 5
73 6
74 8
75 9
76 11
77 1
78 3
79 4
80 6
81 8
82 1
83 2
84 3
85 4
86 5
87 6
88 8
89 9
90 10;
